id,alias1,alias2,Name,Leader,Auto,Tap,Slide,Drive,image,thumbnail,type,element,rank,notes
baphomet,,,Baphomet,Defense +300 to all allies,Deals 48 damage,Deals 106 damage to 1 enemy and skill defense +22 for 8s to self,Defense +25% for 10s to all allies,Deals 703 damage to 3 random enemies,http://i.imgur.com/0qCxJLf.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12214814676.png,Tank,Water,:star::star::star:,I'm still thinking. Come back later for comments.
blue water wyvern,,,Blue Water Wyvern,Defense +300 to all allies,Deals 49 damage,Deals 106 damage to 1 enemy and skill defense +18 for 5s to self,Defense +60% for 8s to self and gains Taunt (80% provocation) for 6s,Deals 673 damage to 3 random enemies and defense +50% for 20s to ally with lowest HP and self ,http://i.imgur.com/m7Jt4pq.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12424937163.png,Tank,Water,:star::star::star:,I'm still thinking. Come back later for comments.
lesser deino,,,Deino,Continuous heal +15 to all allies,Deals 50 damage,Heals 148HP to ally with lowest HP,Gives 81HP continuous heal with additional 21HP if ally is debuffed for 10s to 2 allies with lowest HP,Heals 18%HP+43HP to 2 allies with lowest HP,http://i.imgur.com/qgzhNit.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13686466085.png,Healer,Water,:star::star::star:,for 5* version search `deino`
manti,,,Manti,Attack +300 to all allies,Deals 57 damage,Deals 180 damage plus 55 additional damage 2 times to 1 enemy and gain Vampirism (absorbs 30HP per hit) for 2 turns,Deals 191 (135%) damage to 2 random enemies,Deals 862 damage to 3 random enemies,http://i.imgur.com/WDTuuqP.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13701501740.png,Attacker,Forest,:star::star::star:,I'm still thinking. Come back later for comments.
freyja,freya,,Freyja,Attack +300 to all allies,Deals 58 damage,Deals 188 damage to 1 enemy and absorb 28% of the damage as HP,Deals 286 damage plus 120 additional damage 3 times to 1 enemy,Deals 800 damage to 4 random enemies,http://i.imgur.com/VqDLz1t.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12084235943.png,Attacker,Forest,:star::star::star:,I'm still thinking. Come back later for comments.
atropos,,,Atropos,Attack +300 to all allies,Deals 58 damage,Deals 189 damage to 1 enemy and absorb 28% of the damage as HP,Deals 288 damage plus 120 additional damage 3 times to 1 enemy,Deals 803 damage to 4 random enemies,http://i.imgur.com/CNpLNbt.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12394195664.png,Attacker,Forest,:star::star::star:,I'm still thinking. Come back later for comments.
bazookaman,,,Bazookaman,Attack +300 to all allies,Deals 57 damage,Deals 184 damage plus 65 additional damage 2 times to 2 random enemies,Deals 345 damage to 3 random enemies and Auto damage +50 for 16s to Forest allies,Deals 811 damage to 4 random enemies,http://i.imgur.com/GhDXclO.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13606981940.png,Attacker,Forest,:star::star::star:,I'm still thinking. Come back later for comments.
green revenger,,,Green Revenger,Weakness defense -25% to all enemies,Deals 53 damage,Deals 141 damage to 1 enemy,Deals 322 damage and weakness defense -22% for 11s to 2 enemies with highest defense,Deals 797 damage to 3 random enemies,http://i.imgur.com/uFisIWQ.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12512435481.png,Debuffer,Forest,:star::star::star:,I'm still thinking. Come back later for comments.
arethusa,,,Arethusa,Weakness defense -25% to all enemies,Deals 53 damage,Deals 140 damage and weakness defense -30% for 6s to 1 enemy,Deals 333 damage to 2 random enemies,Deals 798 damage to 3 random enemies with 400 additional damage if water type         ,http://i.imgur.com/ynS3wxV.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13498739464.png,Debuffer,Forest,:star::star::star:,I'm still thinking. Come back later for comments.
paris,,,Paris,Weakness defense -25% to all enemies,Deals 54 damage,Deals 150 damage and weakness defense -30% for 6s to 1 enemy,Weakness defense -50% for 25s to 2 enemies with lowest defense,Deals 820 damage to 3 random enemies with 420 additional damage if water type,http://i.imgur.com/PDJs4Tx.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12830985363.png,Debuffer,Forest,:star::star::star:,I'm still thinking. Come back later for comments.
ptah,,,Ptah,Defense +10% to all allies,Deals 51 damage,Deals 125 damage to 1 enemy and defense +30% for 8s to 1 random ally,Gives a +500HP shield for 19s and defense +25% for 15s to 2 allies with lowest HP,Deals 743 damage to 3 random enemies and defense +44% for 23s to 3 random allies,http://i.imgur.com/PkMMRmZ.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13528636974.png,Support,Forest,:star::star::star:,I'm still thinking. Come back later for comments.
wool,,,Wool,Defense +10% to all allies,Deals 52 damage,Deals 130 damage to 1 enemy and gives a +400HP shield for 8s to 1 random ally,Gives a +20%HP shield for 19s and defense +300 for 15s to 2 allies with lowest HP,Deals 851 damage to 3 random enemies and gives Reflect (returns 50% of damage received) and Vampirism (absorbs 30% of the damage as HP) for 25s to all allies,http://i.imgur.com/sdrcdE1.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i10741610376.png,Support,Forest,:star::star::star:,I'm still thinking. Come back later for comments.
diana,,,Diana,Defense +10% to all allies,Deals 52 damage,Deals 131 damage to 1 enemy and gives a +400HP shield for 8s to 1 random ally,Gives a +500HP shield for 19s to 2 allies with lowest HP and attack +300 for 19s to 2 allies with highest attack,Deals 757 damage to 3 random enemies and gives a +1300HP shield for 23s to 3 random allies,http://i.imgur.com/1rb8qlj.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13721623654.png,Support,Forest,:star::star::star:,I'm still thinking. Come back later for comments.
sylvian watcher,,,Sylvian Watcher,Gives Vampirism (Absorbs 50HP per hit) to all allies,Deals 47 damage,Deals 96 damage to 1 enemy and defense +350 for 8s to self,Gains 85HP continuous heal for 8s and Taunt (80% provocation) for 6s,Deals 644 damage to 3 random enemies and gives Vampirism (Absorbs 45% of the damage as HP) for 20s to ally with lowest HP and self,http://i.imgur.com/uSsJ8Cf.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i10988379708.png,Tank,Forest,:star::star::star:,I'm still thinking. Come back later for comments.
leaf feather daron,,,Leaf Feather Daron,Gives Vampirism (Absorbs 50HP per hit) to all allies,Deals 47 damage,Deals 90 damage to 1 enemy and gains Vampirism (Absorbs 50HP per hit) for 2 turns,Gains 80HP continuous heal for 8s and Taunt (80% provocation) for 6s,Deals 632 damage to 3 random enemies and gives Vampirism (Absorbs 35% of the damage as HP) for 20s to all allies                                        ,http://i.imgur.com/TDglBGE.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i10988379708.png,Tank,Forest,:star::star::star:,I'm still thinking. Come back later for comments.
bellboy,,,Bellboy,Gives Vampirism (Absorbs 50HP per hit) to all allies,Deals 47 damage,Deals 95 damage to 1 enemy and gains Vampirism (Absorbs 50HP per hit) for 2 turns,Gains 80HP continuous heal for 8s and Taunt (80% provocation) for 6s,Deals 646 damage to 3 random enemies and gives Vampirism (Absorbs 35% of the damage as HP) for 20s to all allies,http://i.imgur.com/sZ37UjY.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12556392395.png,Tank,Forest,:star::star::star:,I'm still thinking. Come back later for comments.
basilisk,,,Basilisk,Gives Vampirism (Absorbs 50HP per hit) to all allies,Deals 48 damage,Deals 100 damage to 1 enemy and defense +350 for 8s to self,Deals 245 damage to 2 enemies with highest defense and gains a +1000HP shield for 9s and Taunt (100% provocation) for 7s,Deals 656 damage to 3 random enemies and gives Vampirism (Absorbs 45% of the damage as HP) for 20s to ally with lowest HP and self,http://i.imgur.com/D0ed6xJ.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13126863342.png,Tank,Forest,:star::star::star:,I'm still thinking. Come back later for comments.
eris,,,Eris,Gives Vampirism (Absorbs 50HP per hit) to all allies,Deals 49 damage,Deals 108 damage to 1 enemy and self heal 97HP,Gives Vampirism (Absorbs 24% of the damage as HP) for 12s to all allies,Deals 708 damage to 3 random enemies,http://i.imgur.com/Gpx1x9b.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13316318601.png,Tank,Forest,:star::star::star:,I'm still thinking. Come back later for comments.
bazoorambo,,,Bazoorambo,Gives Vampirism (Absorbs 50HP per hit) to all allies,Deals 48 damage,Deals 105 damage to 1 enemy and defense +350 for 8s to ally with lowest HP and self,Gains a +400HP shield and Taunt (81% provocation) for 7s,Deals 704 damage to 3 random enemies and gives Vampirism (Absorbs 100HP per hit) for 12s to all allies,http://i.imgur.com/LluGl3S.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13679525462.png,Tank,Forest,:star::star::star:,I'm still thinking. Come back later for comments.
poison ambule,,,Poison Ambule,Weakness defense +12% to all allies,Deals 49 damage,Deals 103 damage to 1 enemy and give a +230HP shield for 6s to ally with lowest HP,Heals 265HP and gives a +8.5%HP shield for 10s to 2 allies with lowest HP,Gives 100HP continuous heal for 22s to 3 allies with lowest HP,http://i.imgur.com/ku1JjSo.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12334945139.png,Healer,Forest,:star::star::star:,I'm still thinking. Come back later for comments.
apollon,,,Apollon,Weakness defense +12% to all allies,Deals 50 damage,Deals 114 damage to 1 enemy and give a +250HP shield for 6s to ally with lowest HP,Heals 279HP and gives a +8.5%HP shield for 10s to 2 allies with lowest HP,Gives 121HP continuous heal for 22s to 2 allies with lowest HP,http://i.imgur.com/SLb7h5P.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13927341808.png,Healer,Forest,:star::star::star:,I'm still thinking. Come back later for comments.
